row_id,subscription_id,user_id,subscription_type,start_date,end_date,created_at
ce3349a5-b122-4c7b-90c0-a88eb1abc6f6,38,5722,Student,28/09/2021,27/03/2022,38:11.3
956e34d6-036d-4035-9982-5c78b68d577a,39,223,Premium,14/10/2024,12/04/2025,08:23.7
aa4722cd-6c5f-4ba8-aa51-97b053175c79,40,4304,Student,06/07/2021,06/07/2022,49:15.0
ef437d38-59da-4853-a387-bedc767e196a,41,351,Student,12/04/2020,09/10/2020,51:28.2
d2c47732-9042-416d-9cbb-a4b2d9e92903,42,6945,Premium,25/08/2021,24/09/2021,02:50.3
9dbd499d-8533-470d-a80f-c068eb706d7c,43,2503,Student,30/01/2023,30/01/2024,45:54.0
0acfccd6-76aa-4b10-8f77-1b0daa681a18,44,2057,Student,28/06/2024,28/06/2025,21:01.1
fad887c4-3bb0-4a15-aae1-40bd322bb238,45,383,Family,01/01/2024,31/12/2024,07:44.1
38b2d485-d5a2-4f5f-8d48-e344d871e17c,46,5692,Student,02/02/2023,01/08/2023,41:52.1
72aae5f7-28f3-4713-aef5-270ec85f8faa,47,5299,Family,13/05/2021,13/05/2022,04:47.2
629f59e4-2015-4df1-a0b5-fcd5134088b2,48,4225,Family,19/02/2021,21/03/2021,40:02.0
99932b85-1fe9-4ff7-a13f-eaefec11e203,49,4965,Premium,28/03/2024,27/04/2024,53:24.1
de09fe30-99ea-441c-b03b-b9de44e58eca,50,591,Premium,26/12/2020,24/06/2021,00:32.8
923ecfce-1a5d-41d7-a6c1-6b5705fddcb4,51,4759,Premium,24/01/2021,24/01/2022,30:42.2
9c1585ce-b341-4afe-a3f0-0d8012a7a6fe,52,6893,Family,17/01/2023,16/02/2023,45:13.0
b52620eb-b55f-41b6-b707-ad3544196824,53,2054,Premium,18/08/2021,16/11/2021,31:08.3
357db740-8e73-4fb9-8481-67ec24b47cd8,54,533,Student,03/06/2024,03/07/2024,15:16.8
2b78c812-53bc-4a36-a66f-2a4f32cafa01,55,6534,Student,26/03/2025,24/06/2025,34:03.6
da1fe131-c85a-450b-86e1-273839b6bbfb,56,2329,Student,20/01/2024,19/01/2025,50:12.9
855fa760-611a-44c0-b2bc-e034db7ee558,57,3184,Student,18/06/2021,18/07/2021,57:55.2
60b59117-90a8-42cd-a9ab-9412bbd35d1c,58,5068,Student,05/02/2020,04/02/2021,57:11.7
67b2777a-4335-4006-89ad-0d6cb8cb27f6,59,4268,Student,19/01/2023,19/01/2024,29:24.9
6e237140-f1bb-484e-b137-20efbd4c0b06,60,2235,Student,05/03/2023,04/04/2023,42:04.8
98553295-3fd0-4db5-923f-a664951106ae,61,4283,Premium,25/01/2023,24/02/2023,10:45.9
467c6685-8c72-44df-b696-c4e3bdcee088,62,4641,Student,17/09/2019,16/12/2019,33:17.2
c4b827fc-1685-4eaf-8aeb-5394a4d0252f,63,6722,Student,06/01/2023,06/04/2023,53:43.3
e624abe4-5d40-4f80-b56d-072c0029234e,64,6920,Student,29/05/2021,28/06/2021,43:14.9
cd186593-d754-4a44-a6da-e14be4980ca5,65,5555,Student,03/12/2024,03/12/2025,40:46.5
fbeefba5-135e-4aab-9ae7-53c40bb8dc1f,66,4361,Student,03/02/2025,04/05/2025,00:54.0
5d0c4b5f-73b1-46d0-960a-4c3fbdf33175,67,2601,Family,01/07/2023,30/06/2024,40:05.9
b102cbae-ae11-4ffb-b10e-b017b04ec36b,68,956,Student,03/11/2023,03/12/2023,22:05.8
8438a6b7-9e0c-4f8e-8625-9da339bb93f9,69,6708,Family,06/01/2022,06/04/2022,51:38.7
bc6263db-5940-4601-af0c-b0f9c139f7ec,70,6266,Family,19/03/2022,19/03/2023,39:17.9
7e7650c9-7727-43cf-9b6e-85aad4f6bbf8,71,6543,Student,29/08/2024,28/09/2024,07:19.7
1c6c6bdc-a583-4abd-b03c-39716be2d68c,72,944,Family,31/08/2021,30/09/2021,27:22.8
c42a3983-44c6-4b5b-a3e6-547c59113931,73,313,Premium,28/02/2024,29/03/2024,58:47.8
ed7ea66d-6327-4497-bcb0-a389106bc90e,74,921,Premium,18/12/2021,17/01/2022,54:31.4
d9fe1059-b687-4456-8266-db9e3577f4c6,75,3000,Family,20/05/2024,19/06/2024,42:38.5
28d8a7e4-7808-4c33-9bb9-3ef1cbdd2037,76,3658,Premium,26/01/2023,26/01/2024,41:02.9
6be836d0-dbe6-4bbd-946d-c14ee52c7f23,77,3040,Student,10/02/2025,10/02/2026,03:32.6
aa5479c4-d71d-4430-9f84-5bf39112ca00,78,3471,Premium,26/01/2021,26/01/2022,20:22.8
898293da-c917-4ce7-9489-6a237cb4df68,79,268,Student,03/12/2021,03/03/2022,54:39.3
3e1491b2-d37a-4ddd-ae33-3744283a4fdd,80,4940,Family,22/02/2024,22/05/2024,15:47.2
fe57b7c1-64b1-4c8c-9145-c3afe63b51c1,81,4581,Student,24/12/2024,24/03/2025,43:27.8
a7d9624e-aeaf-4d7c-a4ae-b18e272af6b7,82,1037,Premium,09/12/2020,08/01/2021,47:46.7
7a0b3b35-1785-4590-83e1-3edf654d934a,83,4326,Family,15/04/2023,14/07/2023,42:24.9
a5327840-678c-42fb-8baf-9c19799740a2,84,4827,Student,24/07/2023,23/08/2023,40:46.8
f3c599e9-d135-4dd7-9124-6f55b45ff27b,85,1393,Student,28/01/2020,27/02/2020,05:15.1
f4e8a3d7-8436-4f1f-b9b6-f7894a7a9bc9,86,1064,Premium,14/07/2020,10/01/2021,54:00.0
a0519365-5043-4cb3-9798-a5cffb60404d,87,5877,Family,25/06/2022,23/09/2022,40:17.2
b5f4bdfd-9c33-43c8-b7a5-1e1b1a957743,88,5008,Student,29/05/2022,27/08/2022,37:47.1
27438e2d-1b11-4f71-8330-5b1e5e192d8b,89,1889,Family,26/11/2024,24/02/2025,40:31.8
8192d478-1504-43c0-8e55-7a41d20ada8a,90,3637,Student,15/07/2024,14/08/2024,04:03.3
c00ceca8-10f5-4de0-af09-2a1498b0f0b3,91,2220,Student,31/12/2019,30/03/2020,04:11.4
2ff6037e-d276-4c2d-8069-1517de3dfcd7,92,1105,Student,20/09/2019,19/12/2019,07:40.6
94c1e91f-2d08-45ff-a4c1-2e791c4585a9,93,4096,Family,24/11/2020,23/05/2021,03:28.3
b37a22d9-4520-41c9-865c-950e108f477d,94,5492,Premium,01/12/2023,31/12/2023,23:19.6
22840d7b-c2ed-42a7-b892-70ad6a4808d1,95,6828,Student,27/07/2019,26/07/2020,42:23.7
902ae6f0-1187-48e4-808e-b19cc0fdeed7,96,4893,Student,30/05/2025,28/08/2025,03:35.1
47cba559-2448-4cc8-a360-f5bafa574d05,97,2960,Student,13/07/2019,11/10/2019,28:51.2
01e036f9-3f87-4dff-91be-7d5b000bf218,98,4989,Family,18/05/2020,16/08/2020,52:29.2
56674b7d-14be-4d82-abae-d8026866b4a5,99,4443,Family,12/01/2024,11/01/2025,07:08.5
a0db2b21-3ffa-4463-90b4-6e3afa6c75ba,100,6023,Family,08/07/2024,07/08/2024,57:42.3
db333765-4939-4b21-a79a-f05167615b8d,101,305,Family,08/11/2024,06/02/2025,45:26.1
a53bda7d-19d4-4ebb-a820-fe2ae4abfb91,102,6425,Premium,10/10/2023,07/04/2024,02:51.6
e89a4626-a66f-4dbf-9514-e6f891037c32,103,3596,Family,10/10/2022,10/10/2023,18:05.0
da711a75-d1bb-4a53-b8c4-0b0e4d9cccbe,104,2036,Premium,10/03/2021,10/03/2022,48:50.6
18b5177e-8bb9-4938-b576-2ead87f0d908,105,5278,Student,19/08/2024,18/09/2024,50:33.0
b20220ce-91f4-4ce0-b2fc-b7b933dd0513,106,326,Student,01/03/2022,01/03/2023,41:38.5
6ed7c66c-dd16-4c7e-b402-fea8dc0f32cb,107,2473,Student,21/11/2022,21/11/2023,53:09.9
22ba5363-6527-474d-8598-3d20cf57e263,108,2328,Student,25/07/2020,25/07/2021,12:24.5
3c4dc625-5f22-4bc4-b2a6-9d68f9e86771,109,1383,Student,15/01/2025,15/04/2025,35:33.6
42d7f7e5-c5eb-40af-8eb3-5e5e1cc5379a,110,6462,Student,19/04/2023,19/05/2023,24:59.0
545d491b-3afd-4629-a370-56e846c32147,111,3781,Student,30/10/2024,30/10/2025,49:54.4
17be8f42-c8f6-4e7c-bc26-28ecc1431bdf,112,4444,Student,19/07/2019,17/10/2019,55:11.1
a2178c5b-09fe-44aa-87c6-8877a4c4eda1,113,2805,Student,30/07/2021,28/10/2021,55:28.6
676e3fc1-2a69-41d0-a0b9-d1547103c8ba,114,6231,Student,26/09/2023,25/12/2023,08:24.5
fb1ff82f-4f0a-4b82-8c8e-1db3df08bb7d,115,6196,Family,19/02/2025,20/05/2025,08:58.6
b651d9e5-18ec-4157-9544-074204b9a809,116,6795,Family,05/08/2024,04/09/2024,17:12.1
d557e243-5627-4064-8db9-347e7de35f27,117,6013,Premium,22/10/2024,21/11/2024,30:25.1
01c9cc7a-5356-4949-b9f3-c607675b8ac2,118,433,Student,09/07/2021,09/07/2022,38:27.3
c3c2de9b-cbdc-4682-a8f2-7d68edd5ef4e,119,3986,Family,19/01/2021,19/04/2021,40:00.6
1c3f37b7-baa3-4318-80bb-36440fe966ab,120,4801,Premium,01/04/2023,01/05/2023,03:06.5
22d1de8b-08e5-4708-a81c-0df11c67be36,121,1321,Family,27/11/2024,27/11/2025,08:56.7
19197e7b-63a3-406e-a16e-f4f1d8ebe722,122,1953,Family,09/06/2024,09/06/2025,53:38.7
75573848-ba88-414c-a22c-0835d9c220b5,123,438,Premium,17/09/2024,17/09/2025,14:02.6
6d80910c-5ab1-4aab-9f07-25a746bfafb9,124,5036,Student,06/05/2022,04/08/2022,12:34.7
7cbd7b01-e9ac-49c7-9628-c96ce4c3c966,125,1158,Student,29/07/2024,29/07/2025,09:26.4
c29ca198-7294-4339-aa2b-e45e74d6f046,126,5602,Student,08/06/2023,05/12/2023,17:31.1
1e6ec03b-811a-4594-a0fe-7cd5defb65d8,127,1411,Family,30/10/2022,30/10/2023,35:21.6
8beb1c9e-404a-4c13-b919-294466a8565b,128,5777,Student,28/10/2024,26/04/2025,12:26.7
78665922-5560-4e71-9b2d-cc73f55d912a,129,5833,Student,03/02/2025,04/05/2025,16:08.8
89c4b99e-c458-4376-b7ae-f0b8d6530ada,130,645,Student,23/02/2020,24/03/2020,33:50.2
817431c7-4853-4a38-a327-50c82ab18cbc,131,3887,Student,07/01/2022,07/01/2023,26:38.1
2178f369-d803-4903-96ce-18badb9b8a75,132,5290,Family,06/10/2021,05/11/2021,41:48.5
50b7e16a-53f9-409a-9013-a22307a11fb2,133,6678,Student,26/02/2022,26/02/2023,45:51.8
6d855d55-8e8c-4b66-8022-647cf3a05b0d,134,2970,Premium,27/07/2019,26/07/2020,00:26.1
0f769369-1dab-4487-8e90-668e159ee41c,135,1916,Family,23/01/2025,23/01/2026,02:12.1
c1b21cb5-201c-4b22-aeb2-c5d780d552d7,136,2839,Student,18/02/2023,19/05/2023,39:44.3
8edfd0ce-951f-4b1e-90a3-e07fd34287f6,137,5075,Premium,30/08/2022,29/09/2022,04:31.1
49ee9074-fd43-4696-b1bd-012f7773ebd1,138,6262,Family,22/07/2023,20/10/2023,45:43.8
fdb83e54-f58c-4c1b-99a5-7ed469adde77,139,2809,Family,27/02/2024,27/05/2024,00:21.6
a1dd5ffd-15ca-4255-9bd4-974e8d82d9de,140,4645,Family,09/02/2025,09/02/2026,38:53.3
1c9e9874-0028-40b6-b460-cdbd3e48e266,141,3767,Student,18/06/2023,17/06/2024,00:41.5
8d2b233f-737e-4883-8637-04a4f56b00f6,142,1693,Family,10/04/2024,10/04/2025,46:05.4
c6f04a9e-7911-4d9a-aed9-5cc344b3fcff,143,3893,Family,21/03/2022,20/04/2022,33:14.4
9fa4d34f-636f-45fd-91f8-920360c1de74,144,5275,Student,01/04/2020,30/06/2020,43:58.5
35d0a9ee-eb56-41c6-8e5b-40a065c05268,145,4566,Family,02/09/2023,29/02/2024,01:34.2
55b30984-918c-47f4-9cf4-2b4d6709953d,146,3290,Student,24/02/2020,23/02/2021,49:33.4
96f726a0-e4b2-45aa-8a0f-baa3519eb58b,147,1118,Student,04/02/2025,03/08/2025,20:52.0
2eb253ce-3a89-488f-bff7-61e6b81d96b5,148,3009,Family,12/12/2024,10/06/2025,37:23.2
f59caf1c-0a2c-471f-b9e8-9db678b33d40,149,4482,Student,09/01/2023,09/01/2024,25:11.9
b26fee7b-7df7-4d3d-92ca-fc0a2a63fa5c,150,4908,Student,28/11/2022,26/02/2023,50:01.1
aa535f92-13cd-45cb-9a2b-717077f7a0f0,151,4564,Student,07/07/2022,06/08/2022,51:30.1
812d62f7-e3f7-4753-bcde-b038906eea5e,152,3426,Premium,20/06/2020,20/07/2020,47:52.5
8ec439fc-93c2-4f40-95c3-8ab2685711f4,153,3869,Student,03/12/2019,31/05/2020,33:20.7
d8370860-7ae0-4790-ba60-d3c7173c95d5,154,1493,Family,07/04/2023,04/10/2023,45:31.7
648f2d1f-05b6-46c9-b7b8-356fa8dba274,155,6235,Student,17/03/2021,13/09/2021,12:16.5
1ed57cd3-dfcf-4cb4-a677-fa3463b98d1f,156,764,Family,20/07/2022,19/08/2022,41:29.6
8b2ac8ae-0f88-454c-a46d-d5ca6873ec62,157,2434,Premium,01/07/2019,30/06/2020,13:26.7
83a7eb6e-50c3-4a5d-9042-313c2ce8e134,158,2710,Premium,13/04/2022,10/10/2022,10:48.1
2eb7ecb7-a778-49c9-9afc-4ea5e6204cf0,159,3118,Family,11/09/2024,11/10/2024,24:52.3
e27bfb90-3d05-4079-9880-2709e04683c9,160,6939,Family,24/02/2025,25/05/2025,18:51.2
0392f15e-78c9-4d8d-a773-4031bd0962b5,161,983,Student,19/07/2021,19/07/2022,38:54.3
4c7d8d9b-a663-4a71-bca3-904d85d586c9,162,952,Student,03/05/2025,30/10/2025,51:45.3
7aebcf5f-4df8-451f-893b-478e9e65cb74,163,3132,Family,05/09/2022,05/10/2022,36:34.6
cdf91b11-2f75-4f4e-b15c-b26dd703fce9,164,4813,Student,30/07/2022,30/07/2023,20:21.9
ed5ed324-0298-498f-ba44-c5accd3022b6,165,5261,Student,10/12/2021,09/01/2022,41:48.8
10925be6-7fac-45b8-a92b-23bf55098730,166,3440,Student,12/12/2022,12/03/2023,56:20.7
9cd5f308-4242-4254-b664-f44c0dcece70,167,3750,Student,16/06/2024,13/12/2024,33:34.9
86eb5db3-8a76-408b-9c7b-2bd36e118498,168,6931,Student,24/11/2024,24/11/2025,23:54.7
0241d74c-19c6-4f99-a4c8-3cd8dce6f156,169,2388,Premium,30/05/2025,30/05/2026,13:26.5
5464f417-fadb-4575-aa94-030932496174,170,1847,Student,29/10/2019,28/11/2019,58:57.6
2547968d-d6c8-4a3e-9c42-772f4d0ae69f,171,5996,Family,14/05/2024,13/06/2024,06:12.2
10dfa064-499f-4a26-82a0-28b303ac5dc5,172,5710,Premium,01/04/2025,01/04/2026,48:41.8
c602045c-e22b-41a8-8266-c27f7f35ed96,173,487,Family,26/03/2025,26/03/2026,20:17.5
100336fa-71f3-460e-8894-54e82b34035c,174,448,Student,13/09/2020,12/03/2021,36:52.6
6c3935a6-27d5-47c0-98bb-b9c3e833d312,175,168,Family,16/02/2020,14/08/2020,13:19.3
4998f162-cb2d-45f7-a3ee-472a7a2f78e0,176,6455,Student,17/06/2021,17/06/2022,24:15.3
68fc2170-2666-4d90-8b3f-ca4e4cb96aca,177,2564,Premium,03/03/2021,01/06/2021,03:19.6
2c888891-adc3-4d19-8ce5-50b34e1f7d66,178,5832,Premium,20/08/2021,19/09/2021,18:14.6
401dfc7f-11b1-4be7-a575-33959b376a82,179,5875,Premium,03/04/2024,03/04/2025,20:10.7
d571185b-245b-4f70-b408-80e8533cf0bf,180,3287,Student,10/07/2024,08/10/2024,34:23.0
ddf24174-009f-496d-aeaf-3ff75472559d,181,4481,Premium,18/02/2024,17/02/2025,41:41.7
524fd27a-4137-466f-9c50-c4532ffabc9e,182,744,Student,25/10/2019,22/04/2020,52:27.0
68ed9bf4-ac2f-4712-87a9-5380044074e5,183,2096,Student,22/07/2021,22/07/2022,51:10.4
132d57ef-5159-4919-9631-01e66b29e2bf,184,3481,Family,10/04/2022,10/05/2022,03:31.5
9a2b3ced-8a0f-41db-b592-d19d6ba39bb9,185,5238,Premium,22/05/2021,22/05/2022,33:47.6
618496e9-6618-4580-aa10-16815ceba48e,186,4261,Student,18/08/2022,18/08/2023,13:08.4
54a430bb-2cf2-43e7-a5d0-97d1257730d6,187,5595,Student,15/06/2024,15/06/2025,12:18.0
602cfbbb-4659-4752-bb03-5a025fe43fe6,188,5561,Student,02/07/2025,02/07/2026,24:52.6
6d7cf013-d12f-416e-8216-5d47ddd96652,189,990,Family,08/03/2021,04/09/2021,42:20.3
f56652fd-151d-48e8-b515-52836d3fe947,190,1356,Student,28/10/2021,26/01/2022,55:05.1
544a5ec7-cd3e-4a39-9781-aeed24ee91bb,191,530,Premium,06/07/2021,06/07/2022,41:47.8
cc441141-fcdf-49f0-a3eb-549e08b5557d,192,3461,Premium,29/12/2024,29/03/2025,21:45.6
31811049-e924-4a35-8abf-5486e8f87117,193,869,Student,16/09/2020,16/10/2020,17:54.3
e6fac104-acdb-422b-bff7-a3f73562d5b4,194,2816,Student,23/12/2020,22/01/2021,11:16.0
ba935d5c-e5ed-42f0-b4d7-0bb3b4181555,195,597,Family,03/10/2024,01/01/2025,12:38.8
106856fb-4ca6-4ee0-9857-ef2e559f35d5,196,6990,Student,30/10/2019,28/01/2020,57:04.1
d764b153-3781-428f-9481-1f2442125338,197,5415,Premium,18/08/2023,17/09/2023,02:56.6
b961e01d-6a58-4936-a359-188c4ace885f,198,4913,Family,11/02/2025,11/02/2026,37:57.6
87f4d1fd-c85d-4aea-ad51-33a33acc18f8,199,6599,Student,09/06/2021,09/07/2021,32:47.8
5cf3f254-13a3-41b9-9bd1-838a316edb70,200,1715,Student,09/12/2020,09/12/2021,26:47.5
8515f8ba-3e99-465f-99c2-daffc193d841,201,2290,Family,14/09/2023,12/03/2024,36:15.5
f7c1b7f4-a82a-41ef-87ea-4dbd63686cce,202,1673,Student,18/02/2023,20/03/2023,23:50.5
81d097dc-18b2-4024-a8fe-f28ada2f3dd8,203,646,Student,23/09/2024,23/09/2025,26:48.1
62e99564-b360-484f-ba4f-f1e740d41d88,204,6796,Student,12/01/2021,11/07/2021,46:51.3
31e771c7-e2fd-4104-9ec7-7f77208f2d3e,205,3765,Student,01/06/2021,30/08/2021,41:53.7
dee8ed26-2732-4357-8107-3434cfabb914,206,3390,Student,24/07/2021,23/08/2021,47:15.7
a8f878d9-19ec-4eb3-9b2d-d116204f4b35,207,3984,Student,23/02/2024,22/02/2025,27:53.4
88e77306-17db-4d67-853b-a8f3cc825dca,208,2002,Premium,05/11/2024,04/05/2025,27:31.3
8bc7a3a5-ca00-4641-92d1-9f729df2b44d,209,3252,Family,12/02/2021,14/03/2021,34:00.8
b8b8f6cf-9eea-4896-9097-802bbe9db8a4,210,248,Student,06/08/2023,04/11/2023,57:14.8
2e414c59-4067-4da9-81d5-f03085fd8588,211,5011,Family,05/12/2023,04/03/2024,34:02.5
3eb851ca-382b-4922-92e2-b4c4d9a382b0,212,298,Premium,10/07/2021,10/07/2022,10:40.2
23125d21-6f6d-4bfa-84ba-0b5e459c68c8,213,5349,Student,31/03/2024,31/03/2025,02:18.1
e678a36a-5380-4497-a475-e81184c3ee99,214,3206,Student,20/11/2021,20/11/2022,03:24.6
e40ee2db-0e14-441a-8175-1d61bd67e5ca,215,4929,Premium,08/05/2022,08/05/2023,39:10.2
da21a8d5-5271-42e8-8173-89ba01c338a3,216,2400,Student,04/03/2023,02/06/2023,38:47.4
9128a398-0351-4da3-878b-13d8a7bbb479,217,2436,Student,20/04/2021,20/05/2021,05:35.8
3abde451-0cde-4124-bd47-454f6a5c1577,218,2669,Family,09/07/2024,07/10/2024,56:36.6
cfc825e6-0e49-44fb-a2fd-b0f56bc6f706,219,3232,Family,18/03/2021,14/09/2021,51:35.1
e3fd018e-06e5-477d-a722-ed003b1b3b08,220,3147,Family,11/07/2019,09/10/2019,44:39.7
08d2692e-1fc0-438e-89be-bcd5231c648b,221,6787,Student,01/11/2023,31/10/2024,56:57.0
05bbd13c-8144-420f-8733-31be7c008c6a,222,4988,Family,28/04/2025,28/04/2026,33:31.7
7f1db5bb-7aac-42ae-aeb2-e2812f298848,223,2218,Student,13/09/2023,12/09/2024,23:37.3
2529822a-76a1-4940-9eaf-9b08e68928ee,224,5318,Student,04/12/2023,03/03/2024,22:39.0
232107d6-5533-4714-b161-2e0d64195be8,225,2268,Student,11/12/2024,10/01/2025,19:12.0
c507a5d0-0987-4ea1-af15-a075161ebcf3,226,6940,Student,12/02/2024,10/08/2024,13:37.2
a3936be8-a22d-4610-8c16-02270fca9481,227,5671,Student,02/07/2020,29/12/2020,35:24.9
3a2342f0-e8b8-4dbb-9c18-7e8b3a54265b,228,4294,Premium,03/08/2021,30/01/2022,17:49.5
5191194f-0290-43c6-a46c-8be1022be1e2,229,7,Student,13/05/2025,13/05/2026,35:08.1
2d1e9dbb-6d71-4224-8178-11526d9606ab,230,5307,Student,18/09/2024,17/12/2024,00:43.2
04da3979-9ec2-47ff-8dab-bd586a874f59,231,1785,Student,28/03/2024,24/09/2024,33:29.1
e6d9ac40-ae69-4d22-8413-49d18314cef7,232,6047,Student,17/12/2023,16/03/2024,51:39.7
508d80df-c203-4aef-be32-1a989160a145,233,6777,Student,03/06/2024,03/07/2024,13:17.3
e20fde06-86e9-43d9-a081-785118ea6c13,234,103,Premium,18/11/2024,17/05/2025,18:51.2
2c9b3fa9-5393-443d-a20b-6111690b5c20,235,3254,Student,22/06/2024,22/07/2024,22:16.1
a4fa6b3b-fc87-471b-8b73-001eed80af33,236,3770,Student,25/08/2023,24/09/2023,34:41.2
2c8e2bb4-220d-406c-bd18-55344ae35343,237,6349,Student,02/06/2024,02/07/2024,20:04.5
89a73555-51a9-4d3b-817f-c9d77902755e,238,1027,Family,26/05/2025,22/11/2025,31:33.1
faa768f7-4bed-4f4a-8ac4-a74081eb0d29,239,6486,Premium,07/01/2025,07/04/2025,03:15.0
14cd7af2-2b90-4926-aea0-fc2b10f02d14,240,2910,Student,09/12/2021,08/01/2022,02:53.5
47d00028-9cd7-4bf9-acf6-ae04df55172d,241,2148,Family,06/01/2021,05/02/2021,15:18.2
92ded00d-e42e-4ced-a9f6-ce4f88a87654,242,6203,Student,11/01/2021,11/04/2021,59:18.6
079bbcd5-1cc9-4e03-aeb5-a8dd1233d61b,243,4706,Premium,26/11/2019,26/12/2019,50:54.1
06a71667-f2d9-4456-8d3e-8b0c418bfef0,244,5176,Premium,06/10/2024,05/11/2024,39:38.5
4b1a8aea-0ecb-48ba-9391-06be4d9ad92f,245,6955,Student,11/09/2021,10/03/2022,24:06.6
8d93843d-99af-4b9c-9613-cc1d9503f311,246,4300,Student,03/06/2025,01/09/2025,46:34.5
c4c3e22e-d978-47c1-bd38-da8a7fa3b596,247,3787,Family,24/07/2020,24/07/2021,57:11.0
0f055020-ed06-4ef1-8f3d-8c9e2b9b4145,248,1828,Student,07/09/2020,07/09/2021,01:17.4
afc22a42-a67c-4c06-9915-2777b73683f6,249,4553,Premium,09/01/2021,09/04/2021,03:42.3
67dae695-1dc2-4fd1-9e25-7c52329a4715,250,6913,Student,08/08/2023,07/08/2024,12:47.2
dd5adb8d-10bf-4479-abc0-9a8f8f176f37,251,915,Student,15/04/2021,15/05/2021,34:30.6
3aeb8afa-05ed-44c9-a173-c6dff0e0c812,252,6645,Premium,07/03/2023,06/03/2024,46:45.9
