row_id,history_id,user_id,song_id,listen_date,created_at
50c2c116-eacf-4ae7-acdc-7406b32c487b,55,6352,2500,28:53.5,28:53.5
1b7ab3a2-3129-4625-912f-83c26b439ad0,56,2860,3341,41:16.4,41:16.4
4a3ec55a-92df-4e2b-b6bd-93caef3058f9,57,2396,3359,39:39.5,39:39.5
4e2630fe-8e39-4f85-8687-251de3a68690,58,6949,3424,17:47.3,17:47.3
85c944a5-3805-4c57-9977-23668d8aa5ea,59,6887,4862,52:10.1,52:10.1
1512600e-5092-4b12-9902-75f520f36c28,60,1338,4035,58:33.7,58:33.7
bcd1ee5a-45f0-4214-b427-32981a0fa08d,61,1741,1932,40:12.0,40:12.0
582c9d59-7653-453d-b56e-a80530c0b530,62,439,1381,20:50.7,20:50.7
34a866c9-1240-4f49-8ae5-a8432186f6c7,63,2743,4300,17:22.2,17:22.2
0ef196e7-8fac-40c9-831e-4a3b1b06261e,64,5835,585,09:56.4,09:56.4
44b7691a-25cf-47c5-b2f7-31efe0f6c99f,65,1185,2973,31:22.8,31:22.8
97b27a55-6ead-41a9-9c25-6c92b94038ec,66,1302,5399,33:15.8,33:15.8
f44327c8-893e-45b3-848c-07804b1f9e56,67,1796,4567,28:39.4,28:39.4
3e6d1b31-84ee-4a8f-af2d-b7a4b9c1d4a2,68,2994,3304,30:55.1,30:55.1
b85c72e4-44b8-4f64-9a60-d84efe127771,69,1951,1567,35:35.2,35:35.2
4183483f-4e38-48e1-a890-a517b8ebe7f8,70,4885,4887,26:02.6,26:02.6
bb201a7d-9c85-47c3-9816-868c2a3eec04,71,2102,2247,42:53.6,42:53.6
25477333-460a-4a98-bd99-c3f27ebba8d5,72,1584,3475,33:09.6,33:09.6
013ffc56-f37d-46a9-9fa8-bee75da9da56,73,2366,545,10:16.7,10:16.7
7085ae53-fe70-4109-abf2-60b5257adc32,74,2376,4074,26:53.9,26:53.9
da48f0a9-1b64-4a4b-b20e-d2c27c3b722e,75,3463,2724,14:35.1,14:35.1
dc78fafc-954f-4f36-97fa-750c7e143406,76,5877,2059,18:55.2,18:55.2
789bf871-4d81-4174-ad83-a61459055892,77,3512,5958,06:15.1,06:15.1
4030f2f8-4c02-4944-b46a-c5a6892e2dc8,78,3967,5063,33:01.2,33:01.2
4f194e3d-3eca-43f1-9ddb-1fd2b6540c07,79,2336,5281,35:05.9,35:05.9
9d3687bf-edf6-4b1d-9bcd-04211d03a41f,80,31,5581,24:22.2,24:22.2
1a1bbfd0-72f5-4525-bdcc-f90a92051b06,81,757,1968,51:43.7,51:43.7
ade11e9e-c933-4835-8923-1034143c2c84,82,5414,2685,49:07.7,49:07.7
5a793d94-fee2-4a7f-bd4a-795c0cb0c92d,83,4470,546,19:46.8,19:46.8
3ed93115-f280-42da-864b-f69244e1f512,84,1336,2159,01:11.3,01:11.3
89a28965-2bcc-439e-b0de-6ce4831a45cd,85,2490,4124,59:47.2,59:47.2
e1f3060a-9526-4b88-9b3c-aea3fee94667,86,801,429,44:25.5,44:25.5
26c24cf0-8380-4e19-8408-919f1981bac4,87,1892,1222,37:36.5,37:36.5
d795d51c-e515-4b23-837f-d0c5817b7e20,88,1046,4832,39:21.8,39:21.8
fc6f1bfe-242c-402a-99f5-256da0280a49,89,1931,5252,57:54.7,57:54.7
da27ec9c-7741-476e-8218-995dab14176c,90,2359,2880,10:45.9,10:45.9
ad3f78e5-9b32-4e15-920b-5d4006776fe2,91,4327,4679,02:12.3,02:12.3
ddb9e94f-79dd-4706-97b9-fe45fc69f410,92,5374,2772,21:06.3,21:06.3
043c075c-0235-459f-9bc6-b9f87929000f,93,3317,5409,35:20.6,35:20.6
e58c984e-f9de-426c-a714-f420419ed100,94,5854,320,30:51.6,30:51.6
69de9c42-148b-4476-95ad-47e00e22c572,95,2196,2285,37:37.3,37:37.3
76442289-183a-4807-98fd-ff5353acade4,96,5102,4579,06:20.0,06:20.0
aac0892d-272e-4147-969d-fb2180435816,97,6465,2137,47:26.4,47:26.4
c0a5c3d8-ad30-4768-918c-681fa04394ce,98,5743,4665,50:31.3,50:31.3
868bf770-0d13-438f-bc9b-d88420af9161,99,5549,5834,33:11.2,33:11.2
d4af6580-efd8-491f-9f9f-1e1d401280a1,100,5869,3336,22:17.7,22:17.7
2855f67b-b4bb-437a-aef8-876577501e3e,101,152,4948,13:03.4,13:03.4
53c12f97-76ea-4e52-94ad-56d888ed0f57,102,3585,282,52:22.9,52:22.9
749aff33-4e11-41cf-bab6-d29f7f71fad4,103,4483,1817,18:01.7,18:01.7
5c56ce2a-743f-43cc-bea1-d49e78862a2f,104,6996,170,47:41.8,47:41.8
41b4bed1-aca1-47d5-ad0e-6071a341608b,105,3409,5528,13:50.7,13:50.7
640ece8d-d755-4945-8b49-a27d07063f32,106,1582,4412,18:35.0,18:35.0
413d2a27-ec45-4d9d-8479-f1425177ba05,107,1249,4650,40:38.5,40:38.5
6177c16d-bfb6-4426-9364-fbf4681b7e01,108,5845,2724,29:50.1,29:50.1
6b37d53a-998d-45a4-b1d6-abb3d3e17856,109,5230,3537,21:24.4,21:24.4
ee6c60f0-75f6-4b98-b184-e2f3d4c289d8,110,4011,3570,25:37.3,25:37.3
591ae200-d159-40c5-ba41-4c34f91b2d6a,111,6435,5135,45:47.8,45:47.8
ccf9cf1f-628a-4740-9c5c-9688eb09667d,112,3444,3947,24:25.8,24:25.8
1eb6f819-61df-4e91-be96-2b107507f021,113,1454,2291,20:59.9,20:59.9
d6411898-a773-4bc3-9769-0b91a797bb07,114,3149,3695,46:01.9,46:01.9
64fb9c68-078a-485b-95b1-b33e7cc1dba0,115,4815,176,54:13.0,54:13.0
a2fdef3a-298d-4769-96fc-fe3a76f266b2,116,4530,1008,23:16.7,23:16.7
a38797ee-11c3-447d-9649-845b90166859,117,4525,2850,54:21.2,54:21.2
890a7219-1101-4640-a985-164c510262e2,118,4827,1587,42:16.8,42:16.8
bc39053f-3611-4aec-bdb3-653a8339c7f6,119,2513,5779,39:42.6,39:42.6
1c92e6a2-1ec1-4dc9-a570-011b8e0c5b5d,120,6412,3570,08:46.7,08:46.7
71734524-fd7d-4300-ae25-612dffd65ade,121,5310,4596,56:19.2,56:19.2
4c2ed783-1462-45d5-9ce1-4bd4f205205c,122,1479,1704,02:16.4,02:16.4
90012f1d-b134-4306-a2d3-f8cca3906970,123,2612,3733,58:02.4,58:02.4
08bf8095-d584-48ed-b3d7-4325ddbe6159,124,2675,5283,01:47.9,01:47.9
3c40e970-0c60-4056-9256-20241c5fc67c,125,6558,3734,54:41.6,54:41.6
c155955e-7630-46c6-b799-01303b048b65,126,534,259,00:11.8,00:11.8
a637c3ed-8727-44b9-9ab7-664f423d644e,127,87,1050,31:50.0,31:50.0
c864817f-1bf8-40f2-9d8a-4ffd43c4ba03,128,2880,1804,35:29.5,35:29.5
456ca012-3a27-4885-9d47-3fbfa86f924f,129,839,5312,33:25.0,33:25.0
2ece5f09-a212-4057-afec-f06ce218bb62,130,4376,2514,35:17.9,35:17.9
7fb1e52e-d098-4a1b-afb0-65276c14048c,131,6345,1783,37:20.1,37:20.1
ce32581b-307d-473c-840b-557d4b94781c,132,3167,3792,56:44.8,56:44.8
b576b912-bea3-47e9-bcc5-c35af46b96f1,133,2748,724,59:02.8,59:02.8
674486ba-fb1f-4f96-a401-d22055358063,134,2516,4447,16:43.0,16:43.0
55b91f5f-5da8-48be-8651-6067a5a81f75,135,19,2512,29:11.6,29:11.6
852fdff8-8250-45dd-abe2-37dd86f65227,136,6536,5650,09:04.5,09:04.5
6e1ad915-2977-4e81-8c98-21077b3edbe1,137,5702,41,19:28.3,19:28.3
386507c8-67b3-426b-b2df-266254fcb433,138,5518,5480,17:52.8,17:52.8
a684e3de-d241-408a-88ee-1b79c77b8b96,139,1441,4581,56:16.5,56:16.5
c357abe9-4436-46dd-be62-05f71edaf205,140,897,1210,26:48.9,26:48.9
00f2fcca-cb5b-480a-bd48-7d2d81f6038d,141,5168,3620,02:07.0,02:07.0
1e712d02-dbc4-4e25-9d4d-d2690f3e2be9,142,321,4662,37:29.6,37:29.6
87f981f1-5aad-4cb5-ba39-153fe5fa93d8,143,6440,2354,34:37.8,34:37.8
5596452a-6a76-4e1c-8142-53040a8f5e42,144,6844,1878,30:51.0,30:51.0
886ba5bc-7c09-4ac4-b7cc-d30ce2f56bdd,145,6604,4227,01:37.3,01:37.3
699951b5-70a3-4aaf-bbf0-152cdbaca4ed,146,5013,3711,42:39.9,42:39.9
0cb7121f-693b-4398-98a9-9c75668b1884,147,5251,4305,06:16.3,06:16.3
2b119c30-ec4a-4a0a-a68d-0eb76f563dcc,148,2528,2993,32:44.8,32:44.8
d15869a1-b0f9-485c-b5cc-d29e7e4c5df9,149,2542,155,34:03.0,34:03.0
2c55675f-4a45-41b8-8b1b-77f651cf329e,150,687,1762,35:56.7,35:56.7
9804eb19-16c1-4ccb-8956-e59032a45d42,151,1865,3125,20:19.5,20:19.5
76dc68c2-bc05-42a0-847e-64ad041696a9,152,4895,226,08:30.7,08:30.7
7c04709a-28e0-4276-a500-f0b24ccdfd39,153,6781,5754,54:47.0,54:47.0
5b60f133-95a2-442a-a96a-5f792f9b4fe3,154,1735,560,31:03.1,31:03.1
4aeecb42-a6df-46f8-87dc-ecfc5bcddb49,155,4722,4771,20:59.4,20:59.4
4d7d088a-3df1-4a5a-8010-44a3f0f30dfd,156,3515,5221,56:40.1,56:40.1
14643710-5169-42f1-9945-f8446b73da3b,157,5723,922,49:00.9,49:00.9
9274e4e2-6f09-4b5b-8728-8bdefd5673cd,158,3319,664,19:15.2,19:15.2
a0335a52-7833-4418-a087-3fe7710545e7,159,2254,2767,47:14.0,47:14.0
c922ba64-348f-4af3-938e-9b79cd873c7d,160,681,2299,23:54.8,23:54.8
be2081e6-50df-4446-b911-ccff86913c4c,161,5138,2075,51:01.2,51:01.2
461c51f6-279e-455b-b893-dc8585d3b139,162,5972,3581,57:15.1,57:15.1
75ffcbc2-8707-4fa1-a549-32ae6bca091e,163,5494,4460,15:54.5,15:54.5
6f32e5e8-c773-4fa3-a393-59399f503414,164,4292,1321,02:23.5,02:23.5
03d9f2f4-859d-4af7-aebb-7b9e3b7a15f9,165,2661,2043,18:04.6,18:04.6
4a2c793e-e702-4479-95f8-74926620d733,166,6810,1893,08:26.9,08:26.9
eda03de8-a316-44f2-a85a-c9694f45e9b8,167,402,5692,56:19.3,56:19.3
d226c462-0401-402c-8078-c534f7d00fdd,168,3945,1872,56:30.3,56:30.3
63a07557-5ff0-4814-aca3-735e0954292b,169,4588,1119,45:28.7,45:28.7
f0d5b416-5587-478f-9967-c0eb270521c9,170,1199,2910,04:13.2,04:13.2
ab7bdd76-1b13-411e-b103-30b898d628ff,171,4010,4038,26:26.0,26:26.0
a4e4c94f-af88-43a7-a56d-89affa5c6f8a,172,787,5392,06:37.8,06:37.8
11d1694f-106c-4c79-8702-4dbf24dc57ea,173,3795,5492,56:52.7,56:52.7
77afbfab-8435-4f07-bcd1-de18b97f66a5,174,3603,30,57:13.5,57:13.5
dac83d7c-dbec-47f7-8b64-657135a8041f,175,1258,326,26:39.8,26:39.8
c6a3f9cb-551e-4d55-9f37-4e8142b3228a,176,3854,4604,35:03.1,35:03.1
f73e1318-32a1-4240-a35e-1ec1cb707635,177,2530,162,25:57.0,25:57.0
37051c1d-f67f-46ed-ba28-f3eb92d7fc0f,178,6612,1565,27:08.9,27:08.9
c1911bf8-eb40-41bb-8605-f6cf88815d52,179,4755,3355,21:28.6,21:28.6
778c900e-16cd-4f12-b18f-e6ffaf4a10eb,180,6869,1378,11:15.5,11:15.5
1c9012a7-3670-4dfb-ba49-cf2fb1c74456,181,1379,5676,46:51.4,46:51.4
b1170dd2-f11c-4bc9-9e37-f67106fa6b31,182,5520,5041,33:34.8,33:34.8
960c5660-1bd6-4335-8e7c-77a5db98c13d,183,24,541,36:06.1,36:06.1
08cf765f-230e-4382-abb2-c2b5a9bcee4c,184,6500,5313,02:46.2,02:46.2
cf4df3ad-9618-47ce-8d3d-0fd59d506857,185,2737,1032,35:46.8,35:46.8
314d8663-6aa7-4b20-9b6f-fb8546d7e082,186,2027,5474,40:01.3,40:01.3
3028b5f3-df5e-4a32-85a8-49d3b44626a6,187,5196,1215,34:09.3,34:09.3
8b7a6a63-e588-4233-8dae-e425b6682c47,188,2980,1062,09:50.9,09:50.9
98005342-7e96-45af-bcac-d096ea1ee430,189,33,2123,55:27.2,55:27.2
1612f1ac-9654-4aec-9563-fa6c973050b7,190,4498,4360,06:29.2,06:29.2
86f42506-3c18-44e9-9ba0-d8df5349807d,191,3837,1230,36:07.8,36:07.8
c19831bc-150a-4d64-acc4-8495786668e7,192,5579,2031,53:01.1,53:01.1
45ccaa69-ea39-4d5d-adaa-1f20a072d214,193,4655,5679,08:27.9,08:27.9
c58ab3c5-d590-498d-8c48-6be164719be1,194,5735,1887,24:58.2,24:58.2
34b8bb56-86cd-43f1-a34b-6c6c888b1dd8,195,2747,173,46:17.4,46:17.4
d70ea7e2-9b70-4e33-b7a4-2154e4408fa7,196,2237,775,31:22.5,31:22.5
7d508bcc-5131-43b2-8d3d-92da60864ab6,197,4574,4108,58:42.2,58:42.2
e86cb09f-70b8-4d8e-9df4-799f1e7f0ae8,198,1014,3488,40:25.1,40:25.1
9adae0dd-bcea-4c74-ba21-37dd0ee4d696,199,6935,1017,43:13.1,43:13.1
e6889159-5478-45cc-b69a-431c6e3b1d4f,200,1741,1195,45:25.0,45:25.0
f739b292-1610-44a2-9a1c-bb433c01fa0a,201,2234,67,41:19.2,41:19.2
5995d53f-30af-410b-b297-3bcf01c671b5,202,617,2599,50:09.5,50:09.5
9e492f6e-39ac-44b4-99c5-f751dfe95312,203,2569,4153,11:11.0,11:11.0
1a741fe9-3ad8-4d08-96e8-2398b4c436cf,204,6382,3589,29:14.6,29:14.6
96a80292-1b51-4a75-a2e4-8f6d4e7b633f,205,2388,4940,09:40.5,09:40.5
5ace5839-0f6b-439e-8cfc-6cc9caff587f,206,6556,3233,18:17.4,18:17.4
18ab74c5-9a11-4cc4-96f5-2978e16ea7cd,207,3072,5037,32:20.6,32:20.6
26e7d10c-efb1-435b-aadc-ce20ffc60016,208,2964,3245,32:13.5,32:13.5
e0436c35-50b6-4829-95ac-425126695363,209,5381,3017,55:56.1,55:56.1
db3cf5f0-f01f-4f11-9ddb-624bf84c5410,210,3499,1173,00:21.0,00:21.0
f86fa71c-fce2-4c12-a667-097589a5e6b6,211,4413,4223,51:51.3,51:51.3
8fc34488-70d1-4fe6-9ef0-6f2b2741c999,212,3845,356,20:47.3,20:47.3
2d827dc5-1a0b-4da7-9cc4-54fb0e1bc9ff,213,2030,4204,35:34.1,35:34.1
6be1bae9-42b3-44f9-bba6-2765c38a04d2,214,6606,1410,07:07.7,07:07.7
c9d7f048-5fa0-4258-b738-ae8b95291c7b,215,6072,3195,15:45.4,15:45.4
a600db47-6df5-47fb-a714-3c47a1a8e095,216,2747,4749,23:34.4,23:34.4
1e4c17a5-68c2-44f9-89e5-d7424ed7ab77,217,6225,3096,40:59.9,40:59.9
48550453-9b34-4d74-a505-7d56f5a06535,218,1194,3164,27:25.6,27:25.6
9b2e7ec0-ec1b-440b-a4d3-0662d6ce58e9,219,3757,4335,50:37.7,50:37.7
3d4c030d-e304-4706-95b7-3145814663b6,220,2499,4656,29:42.9,29:42.9
5a71ba7a-d189-4e27-8020-75312cbbb73c,221,397,2637,37:03.9,37:03.9
43210fa2-8eca-4a94-8367-e40dfea8669e,222,535,411,15:42.8,15:42.8
b10e9a09-1e7a-4a9f-acc7-1631fdfcfcba,223,516,971,53:19.9,53:19.9
1fd32a0b-6e61-4bd9-aac1-57a05a0a9679,224,6579,5095,43:16.5,43:16.5
b26a91eb-02c6-4bf7-8b5c-4684188dfe42,225,2371,4242,02:57.5,02:57.5
b04fb371-bb36-4f99-af6a-0b911a749bb4,226,6968,4710,16:43.1,16:43.1
377976f7-d845-4c34-872c-73c6d7fe8bfb,227,5752,5320,19:30.0,19:30.0
7e809362-a5d0-45ca-8009-0747aad34877,228,6564,1022,39:56.5,39:56.5
623d7446-2dfc-401e-94e0-31862f7d1f05,229,4777,5677,05:25.1,05:25.1
8b688dea-e2c4-4aa5-8d07-7296e0609f4e,230,616,875,25:16.8,25:16.8
1907c8c7-6e48-4634-ab0a-fcc9a7fb03ec,231,2697,25,46:17.1,46:17.1
0740506a-2135-43f5-bb7d-aab433730e57,232,2606,5983,09:54.2,09:54.2
0b7ead94-31c4-41bf-b330-a1a639470140,233,3065,698,00:56.7,00:56.7
f1d7fec7-41d4-453b-b7a8-7484a4a47ac1,234,4109,1417,21:07.6,21:07.6
0f219770-7c21-4580-925c-8b1f19a05b18,235,283,5890,40:23.3,40:23.3
52c902a6-f2b1-4343-a513-0db8f9f8e4ff,236,3645,1661,03:49.7,03:49.7
e2b43fa0-8827-4d2e-a049-2581968126a8,237,2073,5639,03:26.1,03:26.1
70f4ca1c-2321-440f-ac3b-a51c111ac1c4,238,5086,2372,03:43.7,03:43.7
2c1a8c8a-6630-4acb-a0d7-164c59f8efea,239,3927,5627,24:48.1,24:48.1
8a19be57-22be-403d-a00f-47e908d5edeb,240,4106,4306,53:07.7,53:07.7
8b3bcd55-c2eb-48b8-956a-b67b4292e112,241,3497,378,03:04.7,03:04.7
545e4f9c-e6f2-436a-a350-ec2ee067935e,242,4051,4676,25:59.3,25:59.3
8d652df9-b5af-42fa-af55-ab9649652594,243,3086,1173,10:30.0,10:30.0
3dadc2ec-bfe2-4eeb-81c1-d9c57f319ec0,244,2240,5090,00:20.1,00:20.1
27e86dc5-57bb-43e1-ade0-8bc852dc09b3,245,6331,4342,06:49.3,06:49.3
f6d30924-89ea-4613-b51d-a99899e8e106,246,6702,4995,41:38.6,41:38.6
b7e13c64-cad0-4d20-b3be-64d03db1e21a,247,6915,1323,48:04.7,48:04.7
caefa9a3-2394-4583-9218-1591365d80c0,248,2778,3905,30:52.4,30:52.4
19ed6d15-67f9-4043-913b-77fd41e1b9ce,249,661,5061,30:16.0,30:16.0
b721aa34-b01f-4da8-b3d9-61b23184b3e1,250,2366,2660,42:52.7,42:52.7
ea368de3-39bb-4710-9be7-ca59fadae0b7,251,4755,4913,29:03.6,29:03.6
ca9f58cf-2526-4425-90f0-80f81e2aed35,252,1701,5006,54:12.9,54:12.9
f28887ae-31ff-46a4-ab65-850d1dfd32b6,253,3886,5687,35:45.7,35:45.7
23cb0b44-b86c-47e1-a5d3-a69614c13cf1,254,2225,5901,36:35.9,36:35.9
66ad4df2-9741-45f0-aa86-bf8b0446512b,255,1508,793,34:13.3,34:13.3
a5270bbb-706a-4da5-bcfc-81701d1d26ea,256,635,4576,04:06.7,04:06.7
bac42480-bfab-4561-8d53-88660521efc8,257,6124,3491,34:51.8,34:51.8
7c53b768-b7b6-470c-9d38-9127ec1cb9f0,258,960,922,23:02.1,23:02.1
44c82604-45c2-414d-9af8-3c73cfc0979e,259,3759,2239,14:35.9,14:35.9
27811923-8887-488c-9677-68918e832c5b,260,5683,3341,17:23.6,17:23.6
c7a4b37f-9a88-4ea3-89f9-9de80ea6e86a,261,1810,4600,37:00.4,37:00.4
f8f1efad-5287-4305-ab64-02bf3660005a,262,5028,4614,27:08.2,27:08.2
9900651c-dbb7-4c7e-ab47-ced7bda7af01,263,6703,4268,44:59.5,44:59.5
affad95d-2cd3-414d-bf58-3aa90b3afd16,264,3842,4076,37:45.2,37:45.2
7df0c2a0-6c80-402e-ba35-c93d1ff00e0b,265,6304,4753,07:09.0,07:09.0
6bcb479f-7eb0-4c46-b5e3-8869d17e9ea4,266,37,5878,49:45.9,49:45.9
b9c2c3f4-2f92-4cae-9191-a55fad896e49,267,2652,4672,19:06.4,19:06.4
dc9f9295-1f2c-4dfe-92ab-5a559f37c228,268,2598,642,17:35.6,17:35.6
f486ad50-6875-4175-9460-d13abb1f036b,269,3842,5863,56:42.2,56:42.2
52d095db-0e5b-4acc-8b35-26c7e4d715cf,270,2703,1849,05:51.3,05:51.3
f33ecbec-492d-4dc6-abfe-2cf6ee532656,271,2850,845,47:09.5,47:09.5
f96c5667-00b4-42ae-982a-b488249041ab,272,6,1452,18:35.0,18:35.0
f26f6fc8-4a53-4b52-960e-f489f7853e4f,273,2426,5019,05:59.2,05:59.2
023b3d14-8de4-462f-9954-8ff0ab724c06,274,1503,3010,18:11.5,18:11.5
6db36415-9f57-459a-9253-97e11cf180ec,275,3528,5958,49:27.5,49:27.5
9619c2bf-72a7-4fbf-b1f0-796a13a4b1c0,276,6291,2266,11:55.8,11:55.8
903f0f27-ea9f-4cb4-a962-7c84e6b28e9c,277,713,1565,02:54.3,02:54.3
bffea6c0-68bd-469c-8be0-bf7d5268be0e,278,2219,872,11:44.2,11:44.2
ae3a6070-bae9-4483-a9d5-10c5df12c5ab,279,6272,4003,33:22.5,33:22.5
91276f54-7d86-4827-9d01-a2f3594380f7,280,514,4924,32:32.7,32:32.7
2fe549b8-c053-4b1a-a6d3-6b4980040a9e,281,3782,392,45:37.3,45:37.3
8738058f-a33b-4ff1-9ee2-23f26ca6e86b,282,4376,420,01:49.9,01:49.9
1ce610ec-3e36-42fb-8a3b-256708e3bfe4,283,6792,760,03:24.6,03:24.6
5f57d0cf-28a2-4262-9d2d-b9e7edb2f945,284,4328,3684,09:31.8,09:31.8
a535af36-413b-4c99-bc30-11f250f2b908,285,6815,932,54:39.7,54:39.7
b0bf7309-9e9c-4fec-a846-12ab14ec109c,286,5230,3129,05:41.4,05:41.4
ab1968e4-1e63-483f-bb71-c922385cb487,287,3859,5443,13:05.5,13:05.5
1e5e9274-2ba4-40fe-b918-a39499ad99fe,288,1624,3372,14:11.9,14:11.9
bf0efb59-18e3-45f1-86aa-8f3ada0e5e15,289,2406,5798,41:38.7,41:38.7
1bbf9fd9-8f84-473f-b22b-49b9a478faa3,290,2692,75,00:57.6,00:57.6
41b38365-bb39-4248-94ca-b63b26588cf6,291,6530,3956,38:09.7,38:09.7
806c6096-a0c7-4d22-84a9-40a172b9528c,292,5457,3292,40:28.1,40:28.1
933edfaf-a7d6-47ed-a42a-ee3d103afae5,293,6378,3164,07:32.4,07:32.4
6f074526-a73f-44de-b9d4-ef5307d301d3,294,6682,2983,14:32.0,14:32.0
54e6c1cc-a86d-4c83-a493-1000ea75cce0,295,4270,3477,46:02.8,46:02.8
82b7190b-1317-47d6-99d1-f38be758ffe9,296,3801,3599,19:35.9,19:35.9
bd23dbad-db11-420c-b8b6-f4041d43e265,297,2888,5047,28:59.0,28:59.0
26d01190-6408-4ee8-b728-6690beb4980f,298,1547,2442,40:47.7,40:47.7
