row_id,payment_id,user_id,amount,payment_date,payment_method,created_at,subscription_id
bcc93473-6f1c-4873-aa67-94151131a177,81,692,299,34:46.0,Credit Card,49:46.0,894
19c5af45-3954-4989-8e41-0af3af5a1bd8,82,1431,299,09:32.6,Credit Card,19:32.6,1314
cd8fcdfb-6131-4969-8591-912e5033d754,83,5969,199,06:08.9,Wallet,16:08.9,756
85a0e7c6-b05f-4dee-b328-11f239f07f1c,84,2416,99,17:19.1,Debit Card,29:19.1,928
436e15b1-4495-41cd-9624-b255bb978bcc,85,187,299,13:56.5,Credit Card,23:56.5,1098
c7e59894-7054-40e9-b3f1-878207e71203,86,2310,299,10:48.0,Wallet,22:48.0,787
f7647294-ad48-4432-837e-993dfe347969,87,2310,299,10:48.0,Debit Card,25:48.0,2085
7bf7ad7d-d0dc-465f-abbd-2fbbe07846d9,88,6639,299,10:42.9,Wallet,22:42.9,682
ebc259ca-379e-4a95-b1e4-ef08fe67b6fb,89,6534,99,34:03.6,Wallet,47:03.6,55
f78a5dc4-7f29-4b4b-b628-6df05e9ec13c,90,487,299,20:17.5,Wallet,32:17.5,173
6d71d5a7-4ef2-445a-bf43-2e88252a69de,91,5284,299,16:25.8,Wallet,27:25.8,1417
74109e35-81b7-4ddd-927d-c9c250c9e71a,92,3689,99,06:23.5,Net Banking,21:23.5,1164
f3572db9-ad61-4a86-87a4-cec13b58f498,93,1152,99,16:54.4,UPI,30:54.4,1099
a34f5bd1-6f71-4180-8ecd-241bca470bda,94,1077,199,28:06.1,UPI,39:06.1,880
088aff9c-7337-4199-b22f-970f1ef7e859,95,385,299,20:52.5,Credit Card,32:52.5,1033
29d3bf74-4192-491d-93aa-98e30a5fa263,96,123,99,20:10.6,Net Banking,34:10.6,1000
3e8ac5c1-8b08-4e7f-ab9b-17b977ac3bcd,97,1553,199,36:10.4,Debit Card,47:10.4,2097
2c8d08eb-2438-4f1a-960b-1eee491eaa08,98,5360,299,26:16.8,UPI,38:16.8,349
5d9f9fd1-8e0f-4dd3-aab2-060d7a08be56,99,4449,299,48:48.3,Credit Card,00:48.3,1786
c543f0ec-f34d-417c-95c1-8e88f0a51e2d,100,5165,199,37:35.3,Net Banking,52:35.3,663
a93170dd-0b71-4529-b4ef-49f63e3c7325,101,5107,99,30:43.7,UPI,45:43.7,1183
353e1277-e77f-4607-8705-2f940c41d23c,102,3323,299,10:35.7,Credit Card,24:35.7,743
a5ab13a0-8a9d-447c-ab78-c8d268223b7a,103,6191,199,19:54.8,Debit Card,29:54.8,1480
4f87f54a-4897-45b4-b76a-1df62496ed72,104,971,99,46:15.5,Debit Card,56:15.5,1387
4fb7f531-6c85-4aba-990a-99636dc0a4f5,105,875,199,17:11.6,Net Banking,30:11.6,1224
12877db0-47da-4ade-b0b9-aa4634b39739,106,1448,199,44:04.1,Net Banking,59:04.1,1031
5fb21e0c-e268-45a2-941d-7a433cd78e34,107,1835,99,41:51.3,Net Banking,56:51.3,8
2b3f067b-1fbb-41e4-9e71-ed27fdbbb0ac,108,1553,199,36:10.4,Net Banking,48:10.4,1990
f2d561d7-b699-4936-8904-7f274f5e02cd,109,6453,99,46:01.1,Credit Card,57:01.1,1761
6bbc5edf-399e-4947-b987-fcf3ad97c27f,110,5282,99,30:08.8,UPI,45:08.8,1270
29f6151a-ae7d-4fb8-b02b-0afb209c0fcd,111,787,199,45:11.8,UPI,58:11.8,942
9d2aedca-8c8a-4267-b1ba-1cc83f60bd0d,112,2600,299,18:18.5,Net Banking,32:18.5,1519
6ff02a33-c294-46ed-a93f-a722bb872ecc,113,6656,99,16:55.4,UPI,28:55.4,561
5e8c88a7-d0c2-4ccb-a3f2-a1eafcc4bbd5,114,5705,299,43:33.7,Debit Card,53:33.7,2001
5bbe8bd6-f06c-4530-a441-966aef6434fe,115,6939,299,18:51.2,Credit Card,31:51.2,160
09a2c6be-b43e-47f4-bb3b-44979bcce43a,116,5521,199,40:09.5,Credit Card,51:09.5,722
fa354532-5f7a-4eab-8cde-da6e820f7409,117,5410,99,21:52.1,Credit Card,33:52.1,325
145b9c2f-e0da-49df-82db-6b074607472f,118,4076,299,16:43.2,Net Banking,29:43.2,1631
79792990-8920-4c21-8a97-83aab3605595,119,3391,299,57:50.8,UPI,10:50.8,510
f166a668-1d81-4b86-8405-99c0157bd929,120,6196,299,08:58.6,Credit Card,20:58.6,115
bd326035-20fd-4c8b-8d1b-95a214cffe5d,121,804,99,23:35.9,Net Banking,33:35.9,884
cd514ada-6f5d-4bc1-adc9-5202f3860b7e,122,4707,299,55:31.2,Wallet,10:31.2,2082
82045059-ee02-4aef-877f-da29fea408f5,123,4907,99,16:06.4,Debit Card,29:06.4,844
5764b44f-a139-4cbd-a62f-f99b75e9d281,124,4155,99,16:16.9,Credit Card,30:16.9,1562
0ec85ef0-e3f3-42f0-96dc-5aff7489011c,125,4669,299,17:39.4,Wallet,29:39.4,1316
f8b5c652-d6b7-4ff0-a3f0-6d3d231cbe21,126,5960,299,50:52.1,Net Banking,02:52.1,298
465a8c8d-9209-4306-9b9a-7fdc9a8c2f12,127,4913,299,37:57.6,Net Banking,50:57.6,198
4afb50d0-bfe0-4fd2-b5d4-5dc7a8d1506f,128,3087,99,40:50.8,Credit Card,54:50.8,660
4481900a-3566-4f8c-bfb8-a05e959b8115,129,3040,99,03:32.6,UPI,18:32.6,77
88cac15e-7810-4459-8ba7-275902529e35,130,5160,99,50:44.7,Wallet,03:44.7,33
bdaf085a-32a5-4f78-bf59-19bd709af63a,131,676,99,14:42.0,Debit Card,27:42.0,1838
9b6def55-1222-4978-9690-6764bc8e4f3c,132,4645,299,38:53.3,Wallet,48:53.3,140
d72fea1f-f5f9-4cca-9a1b-e494bea84c13,133,493,99,00:44.2,Net Banking,11:44.2,1850
993a9277-6240-48e8-a726-c26ef45b3080,134,630,299,03:09.3,Wallet,17:09.3,941
ba835f72-5739-49c3-8a03-ed2e1da12b5e,135,2847,99,24:33.9,UPI,36:33.9,1518
a939b55e-e4f3-479d-b6b7-c1b508b726ed,136,6089,199,27:58.8,Debit Card,37:58.8,2090
e86bc1a7-f20c-4b47-ba0b-4dda338b55aa,137,6677,99,55:33.8,Wallet,07:33.8,792
35a517ce-e2b4-428c-8e85-eadc9853cfe0,138,1118,99,20:52.0,Debit Card,33:52.0,147
e6ea5f2b-05c6-4487-8e29-25ea2097bad5,139,5791,99,19:04.4,Wallet,30:04.4,1770
0aa14e96-d316-4a67-8b7c-b57eb6e4c8c4,140,3971,199,23:26.0,Credit Card,35:26.0,1610
9fc3fff7-5ca9-4969-94b7-a42877ec4334,141,5833,99,16:08.8,Net Banking,27:08.8,129
7f9e573b-cd23-4b26-80dd-9695ce51c36b,142,4361,99,00:54.0,Credit Card,14:54.0,66
8fa4053b-f624-4187-bf56-8b708c7b3895,143,1519,199,09:33.5,UPI,19:33.5,1922
b5713520-83d2-4d0f-bdbf-46f01cd06429,144,1815,299,29:09.2,Wallet,44:09.2,1029
696107c0-3105-4c16-9531-b3fe4cdfcbeb,145,287,299,48:32.6,Credit Card,03:32.6,679
9adb54d3-3cc8-437a-ad1c-0225934fdc90,146,6018,99,43:35.8,Credit Card,54:35.8,1306
4fd09936-ca7a-41d4-85ba-e6f0163f0267,147,1049,99,39:53.9,UPI,51:53.9,1648
b6ec6552-eb72-461d-835f-9495852bafd1,148,6747,99,49:08.2,UPI,02:08.2,1888
c8327f2f-f38d-4f29-96c1-052a1a700f52,149,2847,99,24:33.9,UPI,36:33.9,2015
4c22e1cd-a521-4a25-b40a-3a12a8604b3c,150,572,99,59:10.4,Net Banking,11:10.4,482
cf48cf96-87aa-4056-8bec-b8d6285d91a6,151,4786,99,15:00.4,Credit Card,30:00.4,1741
70bad319-f966-4a34-aac7-7257863dcc63,152,1916,299,02:12.1,Credit Card,13:12.1,135
d1c1d708-3403-4d41-989c-b78c456eb3cb,153,3970,299,16:53.7,Debit Card,27:53.7,516
5fca8796-3b5f-4146-ba27-519933f8a237,154,5482,99,20:50.4,Debit Card,30:50.4,1626
0e942945-679b-4f5f-9cff-cb61e72f75d6,155,2852,199,37:59.8,Net Banking,49:59.8,1991
1dd365da-2f52-4f8a-949d-f948bb9ee60f,156,2552,299,14:46.8,Credit Card,27:46.8,1336
656d22c6-0226-4320-a8f1-fb72978bd293,157,5579,99,18:49.1,UPI,32:49.1,1281
2aa5afd9-2ad0-4523-8363-5ce36dcef295,158,1383,99,35:33.6,Wallet,50:33.6,109
a4c8d324-6621-49ce-b45f-4ccedd8080b3,159,133,199,28:23.3,Net Banking,40:23.3,991
5ca3eb54-3911-4180-9dc4-ba93e812c941,160,1639,199,02:27.8,Wallet,12:27.8,1160
d8cdd757-29d1-4080-8fb5-88ec4adfde1d,161,4648,99,24:04.4,Wallet,39:04.4,1736
e2f1c97d-8ea3-4e9f-a20f-cd6fc0c88eb3,162,1971,199,58:51.3,Debit Card,12:51.3,1044
98f66677-14c4-4a09-9771-47499caeb508,163,4123,199,18:38.7,Credit Card,30:38.7,1479
184363a4-c35b-477b-abb9-0aca0fd7594d,164,4796,199,47:34.3,Net Banking,57:34.3,1108
a29eb7ab-c80e-4366-8fd3-69523cd3d0d1,165,3656,99,53:24.8,UPI,08:24.8,1981
b7037d0d-bf1a-4da2-8f59-5b44e7131a08,166,6486,199,03:15.0,Wallet,15:15.0,239
c8a87c79-c18e-4927-a6c2-6049540fe5fe,167,2472,99,22:18.8,Credit Card,37:18.8,947
96b58bd7-f153-495c-85e2-805d5409e462,168,5078,99,23:23.0,Debit Card,34:23.0,1309
099267ac-295a-4ee4-b48d-da3aacc1ac1e,169,618,99,57:03.4,Net Banking,07:03.4,1952
122ba53e-695c-4faf-a7a2-f70833daf900,170,4844,99,20:08.9,Wallet,33:08.9,616
5e5733dd-e9a0-451a-b71c-903bc53ecb5a,171,904,199,45:34.0,Net Banking,56:34.0,1621
5942e4e0-8a7d-4011-b169-8aa01dbb6069,172,4804,299,24:43.4,Debit Card,34:43.4,1155
33208c15-09a1-4336-8c79-384ce9305665,173,5402,199,34:47.1,Wallet,44:47.1,1093
ffd9cce9-cb3a-412d-abe6-01369730d9de,174,1932,99,30:40.6,Wallet,43:40.6,555
a31d986f-d95a-46b6-8b84-007f1e530842,175,62,199,59:32.3,Credit Card,12:32.3,1911
f6d66dba-ff5f-475a-b056-3dea1b2c5fef,176,4550,99,03:59.8,Debit Card,15:59.8,384
ecf9d355-fda0-4ac9-a83d-805dbad82c9d,177,2512,199,20:10.1,Wallet,31:10.1,963
51ccb4f3-2927-40e3-8049-e4e36ada315e,178,341,199,05:19.6,Net Banking,17:19.6,1142
bd501f1f-8ea2-4fb9-b92c-168d4a4234d7,179,3461,199,21:45.6,UPI,35:45.6,192
6f9d1b56-e6ab-4e08-973c-7df42984cb41,180,2716,99,10:00.2,Credit Card,24:00.2,1949
924a94db-e8e3-4dc7-8add-59e256e8f003,181,3442,299,34:37.9,Net Banking,45:37.9,1371
7d8d12e1-6ae0-4bc9-8c92-e249e816993e,182,469,299,26:34.4,Credit Card,39:34.4,1468
15eca752-7d8f-4993-8dcc-bcebdc92c765,183,4044,99,25:34.6,Credit Card,40:34.6,615
0286cfd7-59a1-439f-94bb-1670f8249e33,184,2500,99,21:25.2,Net Banking,34:25.2,1233
9dea9ad1-742b-4b5b-accc-6f420aba39fe,185,4581,99,43:27.8,Net Banking,58:27.8,81
4d5cce84-9a38-4e86-bda3-203788ed7c56,186,17,299,09:12.0,Debit Card,24:12.0,1727
330ccfeb-ff4c-49cb-8cff-790d787e1924,187,4253,99,47:03.5,Credit Card,00:03.5,1121
b59208b8-9e92-4ca1-9e16-740462da1b16,188,4588,99,24:59.7,UPI,36:59.7,2093
4596d510-440e-4175-8fc4-1aec447669ab,189,557,199,30:14.0,Debit Card,45:14.0,1511
fb2884f7-7ca3-4a36-9ed2-13ba9db54919,190,2062,299,25:39.9,Credit Card,38:39.9,263
ef7130b9-acd0-4aa9-8d51-d808bdcf7853,191,4588,99,24:59.7,Wallet,37:59.7,1660
27b06806-00a4-4666-bbba-27c1addaf1dd,192,5687,299,33:23.5,Credit Card,46:23.5,304
7304c85f-28e7-4b41-9a08-645c07850fb7,193,3009,299,37:23.2,UPI,48:23.2,148
c5ef3a71-1e47-4679-8467-c1d3f58f869d,194,2268,99,19:12.0,UPI,32:12.0,225
f2458011-44d6-4258-942d-c92487258d53,195,4521,299,06:53.1,Net Banking,18:53.1,485
b8947be0-72b4-444d-aa70-80f167e31b70,196,6851,99,17:19.0,Credit Card,31:19.0,422
649f839c-fdb5-44b6-ab19-f2f80b79e9df,197,1850,199,32:04.5,Debit Card,44:04.5,1658
8cf490be-4c6a-4c05-96cd-9cafd6318c1f,198,4825,199,05:13.8,UPI,16:13.8,2096
ac2274bd-23c2-46c4-a5ca-3948d0c54546,199,5555,99,40:46.5,Net Banking,50:46.5,65
ec117ed8-7e72-4899-8be9-97a9b2138659,200,5234,299,40:21.3,Debit Card,51:21.3,388
7e949e9f-5f8a-4178-aa89-41510df00e59,201,1321,299,08:56.7,Net Banking,21:56.7,121
88c96af0-0c74-4736-972b-cb36f47ba4da,202,1889,299,40:31.8,Wallet,51:31.8,89
d5f08f51-fdfe-432d-b2a5-cd4bf385ad2d,203,6931,99,23:54.7,UPI,38:54.7,168
2633ae43-40d9-4f75-bebc-818e3adf0530,204,415,99,06:15.2,Debit Card,18:15.2,618
d2c763ea-7149-4358-96fe-9cf6c2047d3e,205,6775,199,27:13.4,Credit Card,41:13.4,1248
f1ee818a-249d-47b9-b175-fc695e496bcf,206,5140,299,35:47.1,Credit Card,46:47.1,11
7d815678-35ae-45be-933e-bc47514db668,207,914,199,01:19.4,Debit Card,11:19.4,1752
38381791-dc62-48da-871c-ae2938529f7f,208,1302,99,36:14.8,Credit Card,49:14.8,1526
353f928e-a957-4c7e-99d3-091073e60997,209,103,199,18:51.2,Net Banking,30:51.2,234
c7fb217a-8aeb-47db-8f5a-dfc35fabf8c9,210,923,199,31:27.7,Debit Card,44:27.7,458
1e796aeb-ef47-4620-8a4b-38a7b77cc3cb,211,5672,99,55:08.3,Wallet,10:08.3,1028
47ffeb12-8e7e-41e8-9b48-112cb533b458,212,74,199,03:44.1,Debit Card,18:44.1,746
7dd7b66e-a4b7-4867-87f1-aa34d81f0fda,213,3106,199,23:51.4,Net Banking,33:51.4,1184
31695022-ff20-47ab-96d6-b68473293594,214,6618,199,45:49.0,UPI,57:49.0,1456
3f2bac24-844a-47c9-b810-5187687c0ecb,215,1849,99,53:03.8,Credit Card,05:03.8,320
448b07de-71cb-4349-9d83-3b529e42080a,216,6164,99,43:31.4,Wallet,56:31.4,1972
f1eb1e36-6df2-4f78-89c8-6b494501a28b,217,3192,299,51:06.0,UPI,01:06.0,1523
44d25a86-81a8-4719-968a-e51b4e591e2d,218,163,99,00:33.5,UPI,15:33.5,823
d5aa8119-cfd8-4fa6-9558-cb64ff1d4323,219,4142,299,12:11.0,Wallet,23:11.0,2052
682c50ca-2c88-4655-b303-a6dda6cafcef,220,4152,299,21:22.9,Wallet,34:22.9,1546
5d41d8f8-c291-4bd1-b3cb-bbc52b1ba3aa,221,4964,199,42:13.3,Net Banking,52:13.3,1964
13ffa120-c034-440f-a19a-ab856a4fe91a,222,1296,299,53:05.7,Credit Card,04:05.7,271
88b3c9ba-6340-4f2c-9e25-9ff0e87e5ba9,223,305,299,45:26.1,Net Banking,59:26.1,101
087af96f-c7d6-48b0-a166-442ec0d3235f,224,2002,199,27:31.3,Wallet,40:31.3,208
1b801911-8075-436c-be5e-5d6f79868477,225,6527,99,33:26.2,Wallet,47:26.2,327
064d0356-0708-4f24-828a-2d9f10baea06,226,2176,99,15:39.9,Credit Card,28:39.9,1385
1adb7cb6-a701-4da9-afd4-f0983ffe9fb7,227,3952,299,07:37.6,Credit Card,20:37.6,1449
7bddfff7-8ce6-42cf-9a1a-1f104f2eabce,228,3103,99,47:14.0,Debit Card,02:14.0,1312
a6db7415-a2df-4b30-9689-63b71fd3117d,229,1968,199,24:08.3,Wallet,37:08.3,1255
63a4bfad-978f-45dd-85d7-487ae19b863c,230,6675,99,07:18.1,UPI,18:18.1,1455
4888ac5f-6f6a-4ed2-9fb4-d9216ac88993,231,3781,99,49:54.4,Debit Card,59:54.4,111
9be16f62-c1fb-43f1-a2d0-bdfe5d9f38c7,232,3753,99,05:27.2,Net Banking,15:27.2,819
7df0dd83-89ca-4a68-9e37-ececbdf0d3ac,233,5777,99,12:26.7,Wallet,26:26.7,128
ad9c0eae-b763-4618-b4a3-d90ccc015539,234,805,299,37:17.9,Wallet,49:17.9,2067
09f7a19d-fcec-4a2d-9899-f82c978cde39,235,3276,99,50:07.6,Debit Card,05:07.6,672
2ee7c3a4-6ba8-4961-9e4f-d1920bb1fbd0,236,2112,99,00:16.6,UPI,15:16.6,1679
0a77d5ad-f2bb-4c70-b164-f3a0557412da,237,4247,99,38:44.1,UPI,50:44.1,876
babc8141-6339-4af9-86cb-d4aa2e2b96e7,238,2098,99,57:04.4,Credit Card,10:04.4,266
e64f6dca-04e4-47e2-bb13-5bcbca14a7b6,239,6013,199,30:25.1,Net Banking,43:25.1,117
a6de1f51-bc3a-4bf3-9464-f1b32cebe39a,240,2350,99,58:52.4,Debit Card,10:52.4,581
da447df9-d44a-4bfa-8b29-26fc14e592f8,241,1571,299,27:49.5,Credit Card,38:49.5,1264
79ea99d9-88cd-4be5-8840-048b90af8e00,242,1836,199,49:01.9,UPI,02:01.9,1077
667dea68-cbb5-4f50-b32b-ec8b87bc688d,243,1146,99,27:20.2,Debit Card,37:20.2,317
22132769-8b63-4f01-9d75-7d488da6af84,244,1931,199,10:38.7,Net Banking,21:38.7,517
8ee9f9c9-fba0-4cb6-98c5-254bb043134b,245,223,199,08:23.7,UPI,21:23.7,39
ea5ab124-31e7-40a5-a2fb-d2d0fbd9096a,246,41,99,51:24.4,Wallet,06:24.4,1489
99e65ef5-049c-42ef-a973-760dbf57510f,247,5363,199,47:46.4,Debit Card,57:46.4,797
6422c67f-36e6-4a37-bd4f-277c2d4984c9,248,488,199,31:42.6,UPI,45:42.6,1793
ea12dcf3-ae1e-4daf-ac3d-3eaa846904f9,249,6625,299,52:19.8,Wallet,03:19.8,898
e723ba94-7efe-49a6-8269-c1d381220cd6,250,2429,199,30:55.2,Net Banking,41:55.2,983
9f87a8ea-7be4-4101-a9ae-01c76a388a62,251,4631,199,16:48.5,Net Banking,26:48.5,1563
14012f91-ca3f-40d9-b610-c1d22046f2e4,252,5176,199,39:38.5,Debit Card,51:38.5,244
eea96ab1-1475-4824-9e28-deebb79e010d,253,2490,99,48:15.2,Net Banking,02:15.2,1811
442c0e99-6285-48b5-a533-94fc9315ff53,254,5614,99,08:31.2,Net Banking,18:31.2,1516
de7db165-dd27-4e0c-a2c5-8ae064166dfb,255,5164,199,28:40.0,Credit Card,40:40.0,310
5fbe0362-207f-4808-8f13-f5a165eb969d,256,3425,299,17:50.7,Credit Card,27:50.7,418
87810c3a-bde0-4165-8fa1-e4f4d70f3e66,257,597,299,12:38.8,UPI,27:38.8,195
